asap0_id;name0_shr;asap1_id;name1_shr;crop_name;sos_s;sos_e;eos_s;eos_e,
108;Bolivia;1899;Chuquisaca;Sweet Potatoes;34;35;12;17,
108;Bolivia;1899;Chuquisaca;Wheat (Andinean);32;35;12;15,
108;Bolivia;1927;Cochabamba;Barley (Second);32;34;13;17,
108;Bolivia;1927;Cochabamba;Maize;27;32;12;16,
108;Bolivia;1927;Cochabamba;Potatoes;27;32;12;16,
108;Bolivia;1927;Cochabamba;Soybean;31;33;12;16,
108;Bolivia;1927;Cochabamba;Sweet Potatoes;33;35;12;23,
108;Bolivia;1927;Cochabamba;Wheat (Andinean);32;35;12;15,
108;Bolivia;1931;La Paz;Barley (Second);34;36;13;17,
108;Bolivia;1931;La Paz;Maize;28;34;12;16,
108;Bolivia;1931;La Paz;Potatoes;28;34;12;16,
108;Bolivia;1931;La Paz;Soybean;31;34;12;14,
108;Bolivia;1931;La Paz;Sweet Potatoes;34;36;12;17,
108;Bolivia;1931;La Paz;Wheat (Andinean);32;35;12;15,
108;Bolivia;1932;Oruro;Barley (Second);34;36;13;15,
108;Bolivia;1932;Oruro;Maize;29;34;13;14,
108;Bolivia;1932;Oruro;Potatoes;29;34;13;14,
108;Bolivia;1932;Oruro;Soybean;29;34;13;14,
108;Bolivia;1932;Oruro;Sweet Potatoes;34;36;12;15,
108;Bolivia;1932;Oruro;Wheat (Andinean);32;35;12;15,
108;Bolivia;1947;Tarija;Maize;27;33;14;16,
108;Bolivia;1947;Tarija;Potatoes;27;33;14;16,
108;Bolivia;1947;Tarija;Soybean;31;34;14;16,
108;Bolivia;1947;Tarija;Sweet Potatoes;32;33;14;21,
108;Bolivia;1947;Tarija;Wheat (Andinean);32;35;13;16,
108;Bolivia;1951;Santa Cruz;Rice;29;36;7;11,
108;Bolivia;1951;Santa Cruz;Sweet Potatoes;32;36;14;23,
111;Zambia;2166;Luapula;Maize;28;32;15;19,
111;Zambia;2170;West;Maize;28;32;14;19,
111;Zambia;2180;Northern;Maize;28;33;15;19,
111;Zambia;2180;Northern;Sorghum;32;34;15;19,
111;Zambia;2181;Southern;Maize;30;34;12;19,
111;Zambia;2181;Southern;Sorghum;32;35;13;19,
111;Zambia;2186;Central;Maize;28;33;13;19,
111;Zambia;2186;Central;Sorghum;32;33;13;18,
111;Zambia;2187;Eastern;Maize;31;34;15;19,
111;Zambia;2187;Eastern;Sorghum;32;34;15;18,
111;Zambia;2188;Copperbelt;Maize;28;33;14;17,
111;Zambia;2188;Copperbelt;Sorghum;32;33;14;16,
111;Zambia;2189;Lusaka;Maize;30;33;14;19,
111;Zambia;2189;Lusaka;Sorghum;32;33;14;18,
111;Zambia;2190;North-West;Maize;28;30;15;19,
112;Côte d'Ivoire;75;Zanzan;Cassava (Year1, year2);6;9;18;19
112;Côte d'Ivoire;75;Zanzan;Maize (Main);6;9;20;21,
112;Côte d'Ivoire;75;Zanzan;Maize (Second);23;25;34;36,
112;Côte d'Ivoire;75;Zanzan;Rice;8;11;33;35,
112;Côte d'Ivoire;75;Zanzan;Yams;6;9;18;21,
112;Côte d'Ivoire;76;Bas Sassandra;Cassava (Year1, year2);5;10;15;18
112;Côte d'Ivoire;76;Bas Sassandra;Maize (Main);5;11;20;21,
112;Côte d'Ivoire;76;Bas Sassandra;Maize (Second);24;27;34;3,
112;Côte d'Ivoire;76;Bas Sassandra;Yams;4;11;19;21,
112;Côte d'Ivoire;259;Montagnes;Cassava (Year1, year2);5;8;16;18
112;Côte d'Ivoire;259;Montagnes;Maize (Main);5;8;20;21,
112;Côte d'Ivoire;259;Montagnes;Maize (Second);22;25;34;36,
112;Côte d'Ivoire;259;Montagnes;Yams;5;8;17;21,
112;Côte d'Ivoire;984;Denguele;Rice;7;12;33;36,
112;Côte d'Ivoire;993;Savanes;Cassava (Year1, year2);6;9;16;19
112;Côte d'Ivoire;993;Savanes;Maize (Main);6;9;20;21,
112;Côte d'Ivoire;993;Savanes;Maize (Second);21;25;34;35,
112;Côte d'Ivoire;993;Savanes;Rice;8;12;33;36,
112;Côte d'Ivoire;993;Savanes;Yams;6;9;17;21,
112;Côte d'Ivoire;995;Bandama;Cassava (Year1, year2);5;8;16;18
112;Côte d'Ivoire;995;Bandama;Maize (Main);5;7;20;21,
112;Côte d'Ivoire;995;Bandama;Maize (Second);22;25;34;36,
112;Côte d'Ivoire;995;Bandama;Rice;8;11;34;36,
112;Côte d'Ivoire;995;Bandama;Yams;5;8;18;21,
112;Côte d'Ivoire;2216;Gôh-Djiboua;Cassava (Year1, year2);5;9;18;19
112;Côte d'Ivoire;2216;Gôh-Djiboua;Maize (Main);5;9;20;21,
112;Côte d'Ivoire;2216;Gôh-Djiboua;Maize (Second);24;26;35;1,
112;Côte d'Ivoire;2216;Gôh-Djiboua;Yams;5;9;18;21,
112;Côte d'Ivoire;2218;Lacs;Cassava (Year1, year2);6;8;18;19
112;Côte d'Ivoire;2218;Lacs;Maize (Main);6;8;20;21,
112;Côte d'Ivoire;2218;Lacs;Maize (Second);24;26;35;1,
112;Côte d'Ivoire;2218;Lacs;Yams;6;8;18;21,
112;Côte d'Ivoire;2220;Lagunes;Cassava (Year1, year2);7;10;18;19
112;Côte d'Ivoire;2220;Lagunes;Maize (Main);5;10;20;21,
112;Côte d'Ivoire;2220;Lagunes;Maize (Second);25;27;34;3,
112;Côte d'Ivoire;2220;Lagunes;Yams;5;10;19;21,
112;Côte d'Ivoire;2222;Sassandra;Cassava (Year1, year2);5;8;16;18
112;Côte d'Ivoire;2222;Sassandra;Maize (Main);5;8;20;21,
112;Côte d'Ivoire;2222;Sassandra;Maize (Second);23;26;35;36,
112;Côte d'Ivoire;2222;Sassandra;Yams;5;8;19;21,
112;Côte d'Ivoire;2225;Woroba;Cassava (Year1, year2);6;8;15;18
112;Côte d'Ivoire;2225;Woroba;Maize (Main);6;8;20;22,
112;Côte d'Ivoire;2225;Woroba;Maize (Second);21;25;34;36,
112;Côte d'Ivoire;2225;Woroba;Rice;7;11;34;36,
112;Côte d'Ivoire;2225;Woroba;Yams;6;8;19;22,
112;Côte d'Ivoire;2227;Comoe;Cassava (Year1, year2);7;9;18;19
112;Côte d'Ivoire;2227;Comoe;Maize (Main);5;9;20;21,
112;Côte d'Ivoire;2227;Comoe;Maize (Second);25;27;35;2,
112;Côte d'Ivoire;2227;Comoe;Yams;5;9;19;21,
112;Côte d'Ivoire;2228;Abidjan;Maize (Main);7;9;20;21,
112;Côte d'Ivoire;2228;Abidjan;Maize (Second);25;27;35;2,
112;Côte d'Ivoire;2228;Abidjan;Yams;5;9;19;21,
112;Côte d'Ivoire;2229;Yamoussoukro;Cassava (Year1, year2);6;7;18;20
112;Côte d'Ivoire;2229;Yamoussoukro;Maize (Second);24;26;35;36,
112;Côte d'Ivoire;2229;Yamoussoukro;Yams;6;7;18;20,
117;Guatemala;10075;South;Maize (Main);8;14;20;24,
117;Guatemala;10075;South;Maize (Second);24;28;35;4,
117;Guatemala;10075;South;Sorghum (Main);8;14;20;24,
117;Guatemala;10075;South;Sorghum (Second);24;28;35;4,
117;Guatemala;10076;Central;Maize (Main);13;17;22;33,
117;Guatemala;10076;Central;Maize (Second);22;27;36;7,
117;Guatemala;10076;Central;Rice;13;17;25;30,
117;Guatemala;10076;Central;Sorghum (Main);13;17;22;33,
117;Guatemala;10076;Central;Sorghum (Second);22;27;36;7,
117;Guatemala;10076;Central;Wheat;13;17;26;32,
117;Guatemala;10077;East;Maize (Main);10;15;21;26,
117;Guatemala;10077;East;Maize (Second);24;28;35;5,
117;Guatemala;10077;East;Sorghum (Main);10;15;21;26,
117;Guatemala;10077;East;Sorghum (Second);24;28;35;5,
117;Guatemala;10078;North;Maize (Main);13;16;22;32,
117;Guatemala;10078;North;Maize (Second);25;29;5;8,
117;Guatemala;10078;North;Rice;13;16;25;30,
117;Guatemala;10078;North;Sorghum (Main);13;16;22;32,
117;Guatemala;10078;North;Sorghum (Second);25;29;5;8,
117;Guatemala;10078;North;Wheat;13;16;26;32,
118;Togo;1835;Centrale;Maize (Main);6;9;18;22,
118;Togo;1835;Centrale;Maize (Second);23;25;33;35,
118;Togo;1835;Centrale;Yams;6;9;18;22,
118;Togo;1837;Kara;Maize (Main);6;10;19;21,
118;Togo;1837;Kara;Maize (Second);23;25;33;35,
118;Togo;1837;Kara;Yams;6;10;19;21,
118;Togo;1840;Maritime;Maize (Main);6;10;19;23,
118;Togo;1840;Maritime;Maize (Second);24;28;35;1,
118;Togo;1840;Maritime;Yams;6;10;19;23,
118;Togo;1842;Plateaux;Maize (Main);6;9;19;22,
118;Togo;1842;Plateaux;Maize (Second);23;26;33;36,
118;Togo;1842;Plateaux;Yams;6;9;19;22,
118;Togo;1845;Savanes;Millet;12;17;32;34,
118;Togo;1845;Savanes;Rice;12;17;32;34,
118;Togo;1845;Savanes;Sorghum;12;17;32;34,
120;Morocco;119;Meknès;Barley;30;35;13;18,
120;Morocco;119;Meknès;Wheat;30;35;14;17,
120;Morocco;120;Oriental;Barley;29;36;13;18,
120;Morocco;120;Oriental;Wheat;29;36;13;18,
120;Morocco;182;Chaouia;Barley;30;35;11;14,
120;Morocco;182;Chaouia;Wheat;30;35;11;14,
120;Morocco;362;Grand Casablanca;Barley;29;32;12;13,
120;Morocco;362;Grand Casablanca;Wheat;29;32;12;13,
120;Morocco;426;Tanger - Tétouan;Barley;30;34;14;19,
120;Morocco;426;Tanger - Tétouan;Wheat;30;34;14;17,
120;Morocco;630;Doukkala - Abda;Barley;29;34;11;16,
120;Morocco;630;Doukkala - Abda;Wheat;29;34;14;16,
120;Morocco;631;Taza;Barley;30;35;13;19,
120;Morocco;631;Taza;Wheat;30;35;14;17,
120;Morocco;2398;Marrakech;Barley;32;36;11;16,
120;Morocco;2398;Marrakech;Wheat;32;36;14;16,
120;Morocco;2408;Fès - Boulemane;Barley;30;35;13;17,
120;Morocco;2408;Fès - Boulemane;Wheat;30;35;13;17,
120;Morocco;2409;Gharb;Barley;30;34;13;19,
120;Morocco;2409;Gharb;Wheat;30;34;14;17,
120;Morocco;2410;Rabat;Barley;29;34;12;16,
120;Morocco;2410;Rabat;Wheat;29;34;14;16,
120;Morocco;2411;Souss;Barley;30;35;12;16,
120;Morocco;2411;Souss;Wheat;30;35;14;16,
120;Morocco;2413;Tadla - Azilal;Barley;30;35;11;16,
120;Morocco;2413;Tadla - Azilal;Wheat;30;35;14;16,
121;Tunisia;191;Ariana;Barley;28;33;13;14,
121;Tunisia;191;Ariana;Wheat;28;33;13;14,
121;Tunisia;224;Ben Arous;Barley;29;32;13;15,
121;Tunisia;224;Ben Arous;Wheat;29;32;13;15,
121;Tunisia;295;Siliana;Barley;27;35;14;16,
121;Tunisia;295;Siliana;Wheat;27;35;14;16,
121;Tunisia;317;Sousse;Barley;27;31;13;15,
121;Tunisia;317;Sousse;Wheat;27;31;13;15,
121;Tunisia;589;Sfax;Barley;27;30;12;16,
121;Tunisia;589;Sfax;Wheat;27;30;12;16,
121;Tunisia;1839;Manouba;Barley;28;34;13;15,
121;Tunisia;1839;Manouba;Wheat;28;34;13;15,
121;Tunisia;1841;Bizerte;Barley;28;34;13;16,
121;Tunisia;1841;Bizerte;Wheat;28;34;13;16,
121;Tunisia;1848;Beja;Barley;28;34;14;16,
121;Tunisia;1848;Beja;Wheat;28;34;14;16,
121;Tunisia;1849;Gabes;Barley;27;30;11;14,
121;Tunisia;1849;Gabes;Wheat;27;30;11;14,
121;Tunisia;1852;Gafsa;Barley;27;30;13;16,
121;Tunisia;1852;Gafsa;Wheat;27;30;13;16,
121;Tunisia;1853;Jendouba;Barley;28;35;14;16,
121;Tunisia;1853;Jendouba;Wheat;28;35;14;16,
121;Tunisia;1856;Kairouan;Barley;27;33;13;16,
121;Tunisia;1856;Kairouan;Wheat;27;33;13;16,
121;Tunisia;1859;Kasserine;Barley;27;33;14;16,
121;Tunisia;1859;Kasserine;Wheat;28;33;14;16,
121;Tunisia;1864;Le Kef;Barley;28;36;14;16,
121;Tunisia;1864;Le Kef;Wheat;28;36;14;16,
121;Tunisia;1865;Mahdia;Barley;27;30;12;15,
121;Tunisia;1865;Mahdia;Wheat;27;30;12;15,
121;Tunisia;1866;Monastir;Barley;27;28;12;15,
121;Tunisia;1866;Monastir;Wheat;27;28;12;15,
121;Tunisia;1867;Medenine;Barley;28;31;12;13,
121;Tunisia;1867;Medenine;Wheat;28;31;12;13,
121;Tunisia;1868;Nabeul;Barley;27;33;13;15,
121;Tunisia;1868;Nabeul;Wheat;27;33;13;15,
121;Tunisia;1872;Sidi Bouz;Barley;27;28;13;17,
121;Tunisia;1872;Sidi Bouz;Wheat;27;28;13;17,
121;Tunisia;1874;Zaghouan;Barley;27;33;13;16,
121;Tunisia;1874;Zaghouan;Wheat;27;33;13;16,
126;Philippines;548;Cagayan Valley;Maize (Second);34;36;6;10,
126;Philippines;548;Cagayan Valley;Potatoes;13;20;27;32,
126;Philippines;548;Cagayan Valley;Rice (Main);13;17;26;34,
126;Philippines;548;Cagayan Valley;Rice (Second);34;36;6;10,
126;Philippines;553;Bicol Region;Maize (Main);12;15;19;26,
126;Philippines;553;Bicol Region;Maize (Second);29;36;6;9,
126;Philippines;553;Bicol Region;Potatoes;14;20;24;32,
126;Philippines;553;Bicol Region;Rice (Main);13;17;26;34,
126;Philippines;553;Bicol Region;Rice (Second);29;36;6;9,
126;Philippines;554;West Visayas;Maize (Main);10;17;20;26,
126;Philippines;554;West Visayas;Maize (Second);27;32;4;10,
126;Philippines;554;West Visayas;Potatoes;10;17;22;26,
126;Philippines;554;West Visayas;Rice (Main);13;16;26;35,
126;Philippines;554;West Visayas;Rice (Second);27;32;2;10,
126;Philippines;555;Central Visayas;Maize (Main);12;16;19;26,
126;Philippines;555;Central Visayas;Potatoes;14;17;22;26,
126;Philippines;555;Central Visayas;Rice (Main);12;18;32;35,
126;Philippines;560;Eastern Visayas;Maize (Main);10;14;19;25,
126;Philippines;560;Eastern Visayas;Rice (Main);11;17;31;35,
126;Philippines;562;Caraga;Potatoes;13;20;31;32,
126;Philippines;562;Caraga;Rice (Main);13;17;31;35,
126;Philippines;1535;Cordillera;Maize (Main);10;14;19;21,
126;Philippines;1535;Cordillera;Maize (Second);33;36;6;9,
126;Philippines;1535;Cordillera;Potatoes;14;16;25;33,
126;Philippines;1535;Cordillera;Rice (Main);14;17;26;33,
126;Philippines;1535;Cordillera;Rice (Second);33;36;6;9,
126;Philippines;1536;Ilocos Region;Maize (Main);11;14;19;21,
126;Philippines;1536;Ilocos Region;Maize (Second);32;36;5;9,
126;Philippines;1536;Ilocos Region;Potatoes;12;21;27;31,
126;Philippines;1536;Ilocos Region;Rice (Main);12;17;26;31,
126;Philippines;1536;Ilocos Region;Rice (Second);30;35;2;9,
126;Philippines;2353;Muslim Mindanao;Maize (Main);9;15;19;26,
126;Philippines;2353;Muslim Mindanao;Maize (Second);29;33;4;7,
126;Philippines;2353;Muslim Mindanao;Potatoes;9;16;22;27,
126;Philippines;2353;Muslim Mindanao;Rice (Main);10;17;25;28,
126;Philippines;2353;Muslim Mindanao;Rice (Second);29;31;2;9,
126;Philippines;2354;Zamboanga;Maize (Main);10;15;19;26,
126;Philippines;2354;Zamboanga;Maize (Second);28;35;4;10,
126;Philippines;2354;Zamboanga;Potatoes;10;17;22;26,
126;Philippines;2354;Zamboanga;Rice (Main);13;16;26;35,
126;Philippines;2354;Zamboanga;Rice (Second);27;31;2;10,
126;Philippines;2356;North Mindanao;Maize (Main);10;15;20;26,
126;Philippines;2356;North Mindanao;Maize (Second);28;33;4;8,
126;Philippines;2356;North Mindanao;Potatoes;10;18;22;28,
126;Philippines;2356;North Mindanao;Rice (Main);12;17;26;35,
126;Philippines;2356;North Mindanao;Rice (Second);28;31;2;9,
126;Philippines;2357;Davao Region;Maize (Main);10;14;19;26,
126;Philippines;2357;Davao Region;Maize (Second);29;36;5;13,
126;Philippines;2357;Davao Region;Potatoes;12;20;25;32,
126;Philippines;2357;Davao Region;Rice (Main);12;17;26;35,
126;Philippines;2357;Davao Region;Rice (Second);27;30;1;9,
126;Philippines;2358;Soccsksargen;Maize (Main);10;15;19;26,
126;Philippines;2358;Soccsksargen;Maize (Second);28;35;4;9,
126;Philippines;2358;Soccsksargen;Potatoes;10;17;22;29,
126;Philippines;2358;Soccsksargen;Rice (Main);12;18;26;35,
126;Philippines;2358;Soccsksargen;Rice (Second);28;34;2;9,
126;Philippines;2359;Central Luzon;Maize (Main);11;14;19;22,
126;Philippines;2359;Central Luzon;Maize (Second);32;36;5;9,
126;Philippines;2359;Central Luzon;Potatoes;12;20;27;32,
126;Philippines;2359;Central Luzon;Rice (Main);13;17;27;34,
126;Philippines;2359;Central Luzon;Rice (Second);32;36;5;9,
126;Philippines;2362;Calabarzon;Maize (Main);12;15;19;25,
126;Philippines;2362;Calabarzon;Maize (Second);35;1;6;10,
126;Philippines;2362;Calabarzon;Potatoes;13;16;22;32,
126;Philippines;2362;Calabarzon;Rice (Main);13;16;26;34,
126;Philippines;2362;Calabarzon;Rice (Second);35;1;6;10,
126;Philippines;2369;South Tagalog;Maize (Main);11;15;19;26,
126;Philippines;2369;South Tagalog;Maize (Second);29;35;5;8,
126;Philippines;2369;South Tagalog;Potatoes;12;15;22;32,
126;Philippines;2369;South Tagalog;Rice (Main);13;17;26;34,
126;Philippines;2369;South Tagalog;Rice (Second);29;35;5;8,
128;Iran;448;Bushehr;Barley;26;36;10;12,
128;Iran;459;Fars;Barley;31;36;11;15,
128;Iran;460;Hormozgan;Barley;26;33;10;14,
128;Iran;462;Ilam;Barley;30;36;11;14,
128;Iran;463;Kerman;Barley;26;2;11;14,
128;Iran;466;Khuzestan;Barley;24;3;11;15,
128;Iran;1186;Sistan B.;Barley;26;36;11;13,
129;Namibia;21;Caprivi;Maize;30;32;14;17,
129;Namibia;21;Caprivi;Millet;30;32;14;17,
129;Namibia;21;Caprivi;Sorghum;30;32;14;17,
129;Namibia;1408;Kavango;Maize;32;33;14;17,
129;Namibia;1408;Kavango;Millet;32;33;14;17,
129;Namibia;1408;Kavango;Sorghum;32;33;14;17,
129;Namibia;1409;Ohangwena;Maize;32;35;15;17,
129;Namibia;1409;Ohangwena;Millet;32;35;15;17,
129;Namibia;1409;Ohangwena;Sorghum;32;35;15;17,
129;Namibia;1413;Omusati;Maize;32;35;14;18,
129;Namibia;1413;Omusati;Millet;32;35;14;18,
129;Namibia;1413;Omusati;Sorghum;32;35;14;18,
129;Namibia;1415;Oshikoto;Maize;31;35;15;17,
129;Namibia;1415;Oshikoto;Millet;31;35;15;17,
129;Namibia;1415;Oshikoto;Sorghum;31;35;15;17,
129;Namibia;1417;Oshana;Maize;33;36;15;17,
129;Namibia;1417;Oshana;Millet;33;36;15;17,
129;Namibia;1417;Oshana;Sorghum;33;36;15;17,
131;Gambia;679;Gambia;Groundnut;16;20;32;3,
131;Gambia;679;Gambia;Millet;16;20;32;34,
131;Gambia;679;Gambia;Rice;16;20;32;34,
131;Gambia;679;Gambia;Sorghum;16;20;32;34,
132;Cambodia;256;Phnom Penh;Maize;11;12;19;22,
132;Cambodia;256;Phnom Penh;Rice (Main wet season);26;27;1;6,
132;Cambodia;437;Preah Vihear;Maize;8;11;18;22,
132;Cambodia;437;Preah Vihear;Rice (Main wet season);22;25;34;2,
132;Cambodia;468;Pursat;Maize;11;17;24;26,
132;Cambodia;468;Pursat;Rice (Main wet season);28;30;1;7,
132;Cambodia;697;Kampong Thom;Maize;10;15;21;25,
132;Cambodia;697;Kampong Thom;Rice (Dry season);29;31;4;8,
132;Cambodia;697;Kampong Thom;Rice (Main wet season);23;29;35;3,
132;Cambodia;715;Kratie;Rice (Main wet season);22;26;34;2,
132;Cambodia;737;Pailin;Rice (Main wet season);22;25;36;1,
132;Cambodia;798;Battambang;Maize;12;16;22;26,
132;Cambodia;798;Battambang;Rice (Main wet season);22;27;35;2,
132;Cambodia;834;Kampong Speu;Rice (Main wet season);23;25;35;1,
132;Cambodia;841;Kampong Cham;Maize;10;14;21;25,
132;Cambodia;841;Kampong Cham;Rice (Dry season);29;32;5;9,
132;Cambodia;841;Kampong Cham;Rice (Main wet season);21;26;34;2,
132;Cambodia;845;Stung Treng;Maize;9;11;18;22,
132;Cambodia;845;Stung Treng;Rice (Main wet season);22;27;35;2,
132;Cambodia;852;Kampong Chhnang;Maize;11;14;21;25,
132;Cambodia;852;Kampong Chhnang;Rice (Dry season);30;34;7;10,
132;Cambodia;860;Banteay Meanchey;Maize;13;16;23;26,
132;Cambodia;860;Banteay Meanchey;Rice (Main wet season);27;29;35;2,
132;Cambodia;861;Kampot;Maize;9;14;18;27,
132;Cambodia;861;Kampot;Rice (Main wet season);23;27;35;2,
132;Cambodia;863;Koh Kong;Rice (Main wet season);22;24;34;2,
132;Cambodia;864;Kandal;Maize;11;15;21;25,
132;Cambodia;864;Kandal;Rice (Dry season);31;34;6;10,
132;Cambodia;864;Kandal;Rice (Main wet season);27;30;1;7,
132;Cambodia;865;Preah Sihanouk;Maize;9;13;18;21,
132;Cambodia;865;Preah Sihanouk;Rice (Main wet season);23;25;35;3,
132;Cambodia;866;Mondul Kiri;Rice (Main wet season);23;25;34;2,
132;Cambodia;868;Ratanak Kiri;Maize;10;11;18;21,
132;Cambodia;868;Ratanak Kiri;Rice (Main wet season);23;25;36;3,
132;Cambodia;869;Siem Reap;Maize;11;16;23;26,
132;Cambodia;869;Siem Reap;Rice (Dry season);30;34;6;10,
132;Cambodia;869;Siem Reap;Rice (Main wet season);24;29;36;4,
132;Cambodia;872;Otdar Meanchey;Rice (Main wet season);21;27;1;2,
132;Cambodia;873;Prey Veng;Maize;10;15;21;24,
132;Cambodia;873;Prey Veng;Rice (Dry season);31;33;7;9,
132;Cambodia;873;Prey Veng;Rice (Main wet season);27;31;1;6,
132;Cambodia;874;Svay Rieng;Maize;12;13;22;26,
132;Cambodia;874;Svay Rieng;Rice (Dry season);30;33;4;8,
132;Cambodia;874;Svay Rieng;Rice (Main wet season);23;25;35;2,
132;Cambodia;876;Takeo;Maize;11;15;19;25,
132;Cambodia;876;Takeo;Rice (Dry season);31;2;7;11,
132;Cambodia;876;Takeo;Rice (Main wet season);24;28;35;4,
134;Viet Nam;48;Binh Phuoc;Rice (Summer-Autumn);9;14;18;25,
134;Viet Nam;164;Binh Duong;Rice (Summer-Autumn);8;13;21;24,
134;Viet Nam;178;Binh Thuan;Rice (Summer-Autumn);12;15;21;25,
134;Viet Nam;199;Ha Nam;Rice (10th Month/North);19;20;33;1,
134;Viet Nam;199;Ha Nam;Rice (Winter-Spring/North);7;8;15;16,
134;Viet Nam;228;Dien Bien;Rice (10th Month/North);19;21;31;1,
134;Viet Nam;228;Dien Bien;Rice (Winter-Spring/North);4;9;14;16,
134;Viet Nam;230;Lam Dong;Rice (Summer-Autumn);9;13;19;24,
134;Viet Nam;253;Da Nang City;Rice (10th Month/North);15;18;28;33,
134;Viet Nam;253;Da Nang City;Rice (Winter-Spring/South);1;2;9;13,
134;Viet Nam;327;Tuyen Quang;Rice (10th Month/North);19;21;34;36,
134;Viet Nam;327;Tuyen Quang;Rice (Winter-Spring/North);7;9;15;17,
134;Viet Nam;380;Hung Yen;Rice (10th Month/North);20;21;30;2,
134;Viet Nam;380;Hung Yen;Rice (Winter-Spring/North);7;9;15;17,
134;Viet Nam;391;Bac Ninh;Rice (10th Month/North);20;22;30;36,
134;Viet Nam;391;Bac Ninh;Rice (Winter-Spring/North);7;8;16;17,
134;Viet Nam;395;Ha Noi City;Rice (10th Month/North);19;22;33;1,
134;Viet Nam;395;Ha Noi City;Rice (Winter-Spring/North);7;9;15;19,
134;Viet Nam;419;Phu Yen;Rice (10th Month/North);21;25;31;33,
134;Viet Nam;419;Phu Yen;Rice (Summer-Autumn);15;17;25;30,
134;Viet Nam;419;Phu Yen;Rice (Winter-Spring/South);35;2;7;11,
134;Viet Nam;561;Quang Nam;Rice (Summer-Autumn);15;17;26;32,
134;Viet Nam;561;Quang Nam;Rice (Winter-Spring/South);36;2;9;13,
134;Viet Nam;596;Quang Ngai;Rice (Summer-Autumn);15;16;25;30,
134;Viet Nam;596;Quang Ngai;Rice (Winter-Spring/South);35;2;7;12,
134;Viet Nam;692;Tay Ninh;Rice (Summer-Autumn);10;14;19;26,
134;Viet Nam;692;Tay Ninh;Rice (Winter-Spring/South);34;1;7;9,
134;Viet Nam;890;Kien Giang;Rice (Summer-Autumn);10;17;23;27,
134;Viet Nam;1534;Lang Son;Rice (10th Month/North);20;23;33;36,
134;Viet Nam;1534;Lang Son;Rice (Winter-Spring/North);8;10;16;20,
134;Viet Nam;1585;Thua Thien - Hue;Rice (Summer-Autumn);16;17;25;32,
134;Viet Nam;1585;Thua Thien - Hue;Rice (Winter-Spring/North);2;5;12;14,
134;Viet Nam;1591;Bac Giang;Rice (10th Month/North);19;22;31;1,
134;Viet Nam;1591;Bac Giang;Rice (Winter-Spring/North);7;9;15;18,
134;Viet Nam;1620;Cao Bang;Rice (10th Month/North);19;22;33;36,
134;Viet Nam;1620;Cao Bang;Rice (Winter-Spring/North);7;9;15;18,
134;Viet Nam;1902;Tra Vinh;Rice (Summer-Autumn);11;15;19;25,
134;Viet Nam;2057;Vinh Long;Rice (Summer-Autumn);8;11;24;28,
134;Viet Nam;2102;An Giang;Rice (Summer-Autumn);10;13;19;26,
134;Viet Nam;2102;An Giang;Rice (Winter-Spring/South);36;2;8;9,
134;Viet Nam;2104;Ha Giang;Rice (10th Month/North);19;21;34;36,
134;Viet Nam;2104;Ha Giang;Rice (Winter-Spring/North);7;9;15;17,
134;Viet Nam;2107;Ha Tay;Rice (10th Month/North);19;21;30;1,
134;Viet Nam;2107;Ha Tay;Rice (Winter-Spring/North);6;8;14;17,
134;Viet Nam;2108;Dong Thap;Rice (Summer-Autumn);8;13;20;26,
134;Viet Nam;2109;Ha Tinh;Rice (10th Month/North);18;21;28;35,
134;Viet Nam;2109;Ha Tinh;Rice (Winter-Spring/North);3;7;13;18,
134;Viet Nam;2113;Khanh Hoa;Rice (Summer-Autumn);13;16;20;30,
134;Viet Nam;2113;Khanh Hoa;Rice (Winter-Spring/South);35;3;9;11,
134;Viet Nam;2119;Quang Ninh;Rice (10th Month/North);20;22;32;36,
134;Viet Nam;2119;Quang Ninh;Rice (Winter-Spring/North);7;9;15;17,
134;Viet Nam;2123;Ba Ria-Vung Tau;Rice (Summer-Autumn);9;15;20;25,
134;Viet Nam;2124;Bac Kan;Rice (10th Month/North);19;23;34;36,
134;Viet Nam;2124;Bac Kan;Rice (Winter-Spring/North);7;9;15;18,
134;Viet Nam;2125;Bac Lieu;Rice (Summer-Autumn);13;16;23;26,
134;Viet Nam;2127;Ben Tre;Rice (Summer-Autumn);11;16;21;25,
134;Viet Nam;2127;Ben Tre;Rice (Winter-Spring/South);36;2;8;10,
134;Viet Nam;2129;Binh Dinh;Rice (Summer-Autumn);12;15;29;32,
134;Viet Nam;2129;Binh Dinh;Rice (Winter-Spring/South);35;2;7;10,
134;Viet Nam;2130;Ca Mau;Rice (Summer-Autumn);13;16;21;27,
134;Viet Nam;2131;Dong Nai;Rice (10th Month/North);24;28;33;2,
134;Viet Nam;2131;Dong Nai;Rice (Summer-Autumn);10;14;19;25,
134;Viet Nam;2132;Hai Duong;Rice (10th Month/North);19;21;29;1,
134;Viet Nam;2132;Hai Duong;Rice (Winter-Spring/North);6;9;15;17,
134;Viet Nam;2133;Hai Phong City;Rice (10th Month/North);20;22;30;36,
134;Viet Nam;2133;Hai Phong City;Rice (Winter-Spring/North);6;8;15;17,
134;Viet Nam;2134;Hoa Binh;Rice (10th Month/North);20;23;33;36,
134;Viet Nam;2134;Hoa Binh;Rice (Winter-Spring/North);7;9;15;19,
